code,product_name,categories_en,ingredients_text,additives_en,nutrition_grade_fr,energy_100g,fat_100g,sugars_100g,proteins_100g,salt_100g,carbohydrates_100g,cholesterol_100g,fiber_100g,sodium_100g,vitamin-a_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b9_100g,iron_100g
0071315050547,Classic Enriched Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, high fructose corn syrup, vegetable oil (soybean oil or canola oil), contains 2% or less of each of the following: yeast, wheat gluten, salt, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides and/or diglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono- and diglycerides, enzymes), calcium sulfate, calcium carbonate, ammonium sulfate, ascorbic acid, sorbic acid, soy flour, monocalcium phosphate, soy lecithin, calcium propionate (to retard spoilage). if seeded, sesame seeds added. if yellow contains turmeric, paprika and corn flour.","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E200 - Sorbic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E517 - Ammonium sulphate,E916 - Calcium iodate,E930 - Calcium peroxide",b,1167.0,3.49,9.3,9.3,1.30048,55.81,0.0,2.3,0.512,0.0,0.0,0.005,0.003163,0.003721,4.3e-05,0.00251
0071330024172,"Hamburger Buns, Original","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, high fructose corn syrup, yeast, soybean oil, wheat gluten, salt, mono- and diglycerides, calcium propionate (preservative), calcium sulfate, datem and/or sodium stearoyl lactylate, grain vinegar, citric acid, potassium iodate, soy lecithin, soy flour, sesame eseeds.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E917 - Potassium iodate",b,1167.0,2.33,6.98,9.3,1.1811,51.16,0.0,2.3,0.465,0.0,0.0,0.003,0.002372,0.002791,4.3e-05,0.00335
0071962226104,Penne Rigate,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Semolina (enriched with Niacin, Iron Lactate, Thiamin Mononitrate, Riboflavin, Folic Acid). Contains: _Wheat_","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1550.0,1.76,3.53,12.3,0.0,77.6,0.0,3.53,0.0,0.0,0.0,0.000794,0.0003,0.00529,0.000212,0.00317
0072201216078,"J.J. Cassone, Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour (wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, soybean oil, contains 2% less of each of the following: yeast, salt, wheat flour, calcium propionate (preservative), wheat gluten, calcium stearoyl lactylate (csl), calcium sulfate, diacetyl tartaric acid esters of mono diglycerides (datem), monocalcium phosphate, mono- and diglycerides, ammonium sulfate, ethoxylated mono- and diglycerides, ascorbic acid (vitamin c), calcium peroxide, l-cysteine hydrochloride, enzymes.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E517 - Ammonium sulphate,E920 - L-cysteine hydrochloride,E930 - Calcium peroxide",b,1100.0,3.51,3.51,8.77,1.29286,49.12,0.0,1.8,0.509,0.0,0.0,0.004,0.002386,0.003509,5.7e-05,0.00316
0072250011402,Classic Enriched Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Unbleached enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, high fructose corn syrup, vegetable oil (soybean oil or canola oil), contains 2% or less of each of the following: yeast, wheat gluten, salt, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides and/or diglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono-and diglycerides, enzymes), calcium sulfate, calcium carbonate, ammonium sulfate, ascorbic acid, sorbic acid, soy flour, monocalcium phosphate, soy lecithin, calcium seeds added. if yellow contains turmeric, paprika and corn flour.","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E200 - Sorbic acid,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E517 - Ammonium sulphate,E916 - Calcium iodate,E930 - Calcium peroxide",b,1159.0,3.19,8.51,8.51,1.29794,55.32,0.0,2.1,0.511,0.0,0.0,0.005,0.002894,0.003404,4.7e-05,0.00306
0072250023733,Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Unbleached enriched flour (wheat flour, malted barley flour, niacin,. reduced iron, thiamin mononitrate, riboflavin, folic acid), water, high fructose corn syrup, vegetable oil (soybean oil or canola oil), contains 2% or less of the following: yeast, wheat gluten, salt, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides and/or diglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono- and diglycerides, enzymes), calcium sulfate, calcium carbonate, ammonium sulfate, ascorbic acid, sorbic acid, soy flour, monocalcium phosphate, soy lecithin, calcium propionate (to retard spoilage). if seeded sesame seeds added. if yellow contains turmeric, paprika and corn flour.","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E200 - Sorbic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E322 - Lecithins,E322i - Lecithin,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate,E517 - Ammonium sulphate,E916 - Calcium iodate,E930 - Calcium peroxide",b,1167.0,3.49,9.3,9.3,1.30048,55.81,0.0,2.3,0.512,0.0,0.0,0.005,0.003163,0.003721,4.3e-05,0.00251
0072945761469,Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, whole wheat flour, high fructose corn syrup, yeast, wheat gluten, soybean oil, salt, calcium sulfate, calcium propionate (preservative), grain vinegar, datem, mono- and diglycerides, cellulose gum, corn flour, monocalcium phosphate, calcium carbonate, cornstarch, citric acid, turmeric color, vitamin d3, potassium iodate, paprika color, natural flavor, soy lecithin","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E917 - Potassium iodate",a,1088.0,3.0,8.0,10.0,1.1684,52.0,0.0,4.0,0.46,0.0,0.0,0.003,0.00204,0.0032,5e-05,0.00288
0073410028032,Brownberry Healthful nuts & seeds 100% Whole Grain Bread,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads","Whole _wheat_ flour, water, wheat gluten, sugar, _almonds_ (nuts), _hazelnuts_ (filberts), sunflower seeds, cellulose fiber, bulgur wheat, molasses, yeast, whole wheat flakes, sea salt, grain vinegar, raisin juice concentrate, cultured wheat starch, mono- and diglycerides, soybean oil, datem, calcium sulfate, citric acid, natural black _walnut_ flavor, _soy_ lecithin, salt","E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate",a,1050.0,6.25,6.25,9.38,1.07,43.8,0.0,9.38,0.422,0.0,0.0,0.000187,0.000106,0.0025,2.5e-05,0.00225
0075119145874,Tapioca Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Filtered water, rice flour, tapioca starch, high oleic safflower oil, pear juice concentrate, bamboo fiber, yeast, methylcellulose, tapioca syrup, guar gum, organic palm fruit oil, salt, orange citrus fiber, calcium phosphate, baking powder (glucono delta lactone, calcium carbonate & magnesium carbonate), enriched with thiamin (vitamin b1), riboflavin (vitamin b2), niacin, iron, folic acid and vitamin d.","E101 - Riboflavin,E101i - Riboflavin,E341 - Calcium phosphates,E375 - Nicotinic acid,E412 - Guar gum,E461 - Methyl cellulose,E504 - Magnesium carbonates,E504i - Magnesium carbonate,E575 - Glucono-delta-lactone",b,912.0,5.45,5.45,1.82,0.69342,38.18,0.0,7.3,0.273,0.0,0.0,0.004,0.001855,0.002909,5.5e-05,0.00262
0076057002366,"Lakeland, Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour (wheat flour, malted barley flour, niacin, ferrous sulfate, thiamine hydrochloride, riboflavin, folic acid), water, high fructose corn syrup, yeast liquid soybean oil. contains less than 2% of the following: salt, sesame seeds if apparent, wheat gluten, dough conditioners (monoglycerides, sodium stearoyl lactylate, ascorbic acid, calcium sulfate, enzymes), monocalcium phosphate, calcium propionate (preservative).","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",c,1100.0,5.26,7.89,7.89,1.5367,50.0,0.0,2.6,0.605,0.0,0.0,0.004,0.001789,0.003158,3.8e-05,0.00189
0076057003479,Classic White Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour ( wheat flour, malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, high fructose corn syrup, yeast, wheat gluten potato flakes, contains less than 2% of the following: sugar, soybean oil, salt, calcium propionate (preservative), dough conditioners (monoglycerides, sodium stearoyl lactylate, ascorbic acid, calcium sulfate, enzymes), monocalcium phosphate (preservative), dough conditioners (monoglycerides, sodium stearoyl lactylate, ascorbic acid, calcium sulfate, enzymes), monocalcium phosphate.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",a,1105.0,2.83,7.55,11.32,1.24714,50.94,0.0,3.8,0.491,0.0,0.0,0.006,0.002566,0.003774,5.3e-05,0.0034
0076808002386,Veggie Penne,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, TOMATO PUREE, CARROT PUREE (CARROT, LEMON JUICE CONCENTRATE, WATER), NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,14.3,0.0454,73.2,0.0,3.57,0.0179,0.000804,0.00214,0.000937,0.000455,0.00714,0.00025,0.00321
0076808002409,Veggie Rotini,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, ZUCCHINI PUREE (ZUCCHINI, LEMON JUICE CONCENTRATE, WATER), SPINACH PUREE, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID).","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,14.3,0.0,73.2,0.0,3.57,0.0,0.000161,0.0,0.00107,0.000455,0.00714,0.00025,0.00321
0076808004212,Veggie Elbows,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, CARROT PUREE (CARROT, LEMON JUICE CONCENTRATE, WATER), BUTTERNUT SQUASH PUREE (BUTTERNUT SQUASH, LEMON JUICE CONCENTRATE, WATER), NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0907,73.2,0.0,3.57,0.0357,0.00214,0.0,0.000937,0.000455,0.00714,0.00025,0.00321
0076808280739,Penne,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808280746,Ziti,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Semolina (_wheat_), durum flour, niacin, iron (ferrous sulfate), thiamine mononitrate, riboflavin, folic acid","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808280982,ROTINI,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pasta","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1470.0,1.75,3.51,12.3,0.0,73.7,0.0,3.51,0.0,0.0,0.0,0.000921,0.000447,0.00526,0.000211,0.00316
0076808501087,Farfalle,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Semolina (_wheat_), durum _wheat_ flour, niacin, iron (ferrous sulfate), thiamine mononitrate, riboflavin, folic acid","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808501124,Large Shells,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808502947,RIGATONI,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Semolina (_wheat_), durum _wheat_ flour, niacin, iron (ferrous sulfate), thiamine, mononitrate, riboflavin, folic acid.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808502954,Mezze Penne,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808506433,Gemelli,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808514339,Campanelle,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","Semolina (_wheat_), durum _wheat_ flour, niacin, iron (ferrous sulfate), thiamine, mononitrate, riboflavin, folic acid.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808514377,Cellentani,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM FLOUR, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID. ","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808515046,THICK SPAGHETTI,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Dry pasta","Semolina (wheat), durum flour, niacin, iron (ferrous sulfate), thiamine mononitrate, riboflavin, folic acid.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,75.0,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00536,0.000214,0.00321
0076808518290,Tri-Color Rotini,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","SEMOLINA (_WHEAT_), DURUM _WHEAT_ FLOUR, DRIED SPINACH, DRIED TOMATO, NIACIN, IRON (FERROUS SULFATE), THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0454,75.0,0.0,3.57,0.0179,0.0,0.0,0.00107,0.000455,0.00536,0.000214,0.00321
0077975087565,Mini pretzels,Salty snacks,"Enriched flour (_wheat_ flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, salt, malt, dextrose, canola oil*, yeast, soda. *Adds a trivial amount of fat.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",c,1530.0,0.0,3.33,10.0,2.12,83.3,0.0,3.33,0.833,0.0,0.0,0.0005,0.000453,0.00533,0.0002,0.0048
0078296012007,"Gonnella, Pretzel Hamburger Buns","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched flour (wheat flour, malted barley flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, yeast, invert sugar, soybean oil, contains less than 2% of salt, sugar, vinegar, wheat gluten, mono- and diglycerides, calcium sulfate, guar gum, calcium carbonate, datem, ascorbic acid, enzymes, calcium propionate (preservative).","E101 - Riboflavin,E101i - Riboflavin,E170 - Calcium carbonate,E282 - Calcium propionate,E300 - Ascorbic acid,E375 - Nicotinic acid,E412 - Guar gum,E471 - Mono- and diglycerides of fatty acids,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate",b,1280.0,4.12,1.18,9.41,1.40462,55.29,0.0,2.4,0.553,0.0,0.0141,0.004,0.0004,0.003529,8.5e-05,0.00318
0078700801784,Multigrain Large Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Whole wheat flour, water, enriched wheat flour [flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], sugar, wheat bran, wheat gluten, yeast, wheat, soybean oil, salt, oat bean, rye, molasses, barley, calcium propionate (preservative), grain vinegar, soy lecithin, datem, monoglycerides, calcium sulfate, monocalcium phosphate, cornstarch, citric acid, potassium iodate.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E375 - Nicotinic acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E917 - Potassium iodate",a,1075.0,2.7,6.76,10.81,1.06426,45.95,0.0,6.8,0.419,0.0,0.0,0.003,0.001838,0.002703,7.4e-05,0.00243
0085239127407,White Sliced Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched wheat flour (flour, malted barley flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, high fructose corn syrup, yeast, soybean oil, wheat gluten salt, monoglycerides, calcium propionate (preservative), calcium sulfate, datem, grain vinegar, citric acid, potassium iodate, soy lecithin, sesame seeds.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E375 - Nicotinic acid,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E516 - Calcium sulphate,E917 - Potassium iodate",b,1180.0,2.56,5.13,10.26,1.17348,51.28,0.0,2.6,0.462,0.0,0.0,0.004,0.002615,0.003077,3.9e-05,0.00277
0085239382837,Oven-Ready Lasagna,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas","DURUM SEMOLINA, NIACIN, FERROUS SULFATE (IRON), THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID. CONTAINS _WHEAT_.","E101 - Riboflavin,E101i - Riboflavin,E375 - Nicotinic acid",a,1490.0,1.79,3.57,12.5,0.0,73.2,0.0,3.57,0.0,0.0,0.0,0.000937,0.000455,0.00714,0.000214,0.00321
0085239998168,Crispy Flakes with Red Berries Cereal,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Wheat flakes","RICE, WHOLE GRAIN _WHEAT_, SUGAR, _WHEAT_ BRAN, FREEZE DRIED STRAWBERRIES, CORN SYRUP, SOLUBLE _WHEAT_ FIBER, SALT, MALT SYRUP, VITAMINS AND MINERALS: SODIUM ASCORBATE (VITAMIN C), ALPHA TOCOPHEROL ACETATE (VITAMIN E), REDUCED IRON, NIACINAMIDE, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMINE MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN B12.","E101 - Riboflavin,E101i - Riboflavin,E301 - Sodium ascorbate",c,1480.0,0.0,29.0,6.45,1.23,87.1,0.0,9.68,0.484,0.00169,0.0677,0.00169,0.00192,0.0226,0.000452,0.0261
06326605,Frosted Flakes,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Corn flakes","Milled corn, sugar, contains 2% or less: malt flavor, salt, BHT for freshness.  Vitamins and Minerals: iron, vitamin C (ascorbic acid and sodium ascorbate), niacinamide, vitamin B6 (pyridoxine hydrochloride, vitamin B2 (riboflavin), vitamin B1 (thiamin hydrochloride), vitamin A palmitate, folic acid, vitamin D, vitamin B12. ","E101 - Riboflavin,E101i - Riboflavin,E301 - Sodium ascorbate",d,1590.0,0.0,34.5,3.45,1.31,89.7,0.0,3.45,0.517,0.000517,0.0207,0.00129,0.00147,0.0172,0.000345,0.0155
0713733272360,"Hamburger Buns, Potato","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, high fructose corn syrup, yeast, wheat gluten, dehydrated potato flakes, soybean oil, salt, monoglycerides, calcium propionate (a preservative), sodium stearoyl lactylate, yellow corn flour, spice oils (turmeric and annatto), natural & artificial flavor, calcium sulfate, citric acid, ascorbic acid.","E101 - Riboflavin,E101i - Riboflavin,E160b - Annatto,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E481 - Sodium stearoyl-2-lactylate,E516 - Calcium sulphate",b,1046.0,3.41,6.82,9.09,1.1557,50.0,0.0,2.3,0.455,0.0,0.0,0.005,0.003091,0.003636,4.4e-05,0.00327
0719283739070,Seeded Hamburger Buns,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Special breads,Hamburger buns","Enriched unbleached flour [wheat flour, malted barley flour, reduced iron, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), niacin (vitamin b3), folic acid], water, high fructose corn syrup, yeast, soybean oil, salt, wheat gluten, monoglycerides, calcium propionate (a preservative), vinegar, citric acid, calcium sulfate, ascorbic acid; topped with sesame seeds.","E101 - Riboflavin,E101i - Riboflavin,E282 - Calcium propionate,E300 - Ascorbic acid,E330 - Citric acid,E375 - Nicotinic acid,E516 - Calcium sulphate",b,1167.0,4.65,4.65,9.3,1.06426,48.84,0.0,2.3,0.419,0.0,0.0,0.005,0.003163,0.004651,4.3e-05,0.00419
0722252660091,Chocolate Chip Peanut Crunch,"Sugary snacks,Bars","Organic brown rice syrup, organic rolled oats, soy protein isolate, organic cane syrup, organic peanut butter, rice flour, peanut flour, peanuts, organic soy flour, organic oat fiber, dried cane syrup, unsweetened chocolate++, organic date paste, organic roasted soybeans, natural flavors, sea salt, cocoa butter++, barley malt extract, vanilla extract, soy lecithin. vitamins & minerals: dicalcium phosphate, magnesium oxide, ascorbic acid (vit. c), dl-alpha tocopheryl acetate (vit. e), beta carotene (vit. a), niacinamide (vit. b3), ergocalciferol (vit. d2), thiamine mononitrate (vit. b1), pyridoxine hydrochloride (vit. b6), riboflavin (vit. b2), cyanocobalamin (vit. b12).","E101 - Riboflavin,E101i - Riboflavin,E160a - Alpha-carotene,E160ai - Beta-carotene,E300 - Ascorbic acid,E341 - Calcium phosphates,E341ii - Dicalcium phosphate,E530 - Magnesium oxide",c,1540.0,10.3,30.9,14.7,0.747,60.3,0.0,5.88,0.294,0.000662,0.0794,0.000221,0.000375,0.00441,0.000118,0.00265
